Paper_Name,Year,Citation_Number,Author_Name,Snippet,Link
Sound Auction Specification and Implementation,2015,21,Marco B. Caminati/Manfred Kerber/Christoph Lange/Colin Rowat,"We introduceformal methods' of mechanized reasoning from computer science to address two problems in auction design and practice: is a given auction design soundly specified, possessing its intended properties; and, is the design faithfully implemented when actually run? Failure on either front can be hugely costly in large auctions. In the familiar setting of the combinatorial Vickrey auction, we use a mechanized reasoner, Isabelle, to first ensure that the auction has a set of desired properties (eg allocating all items at non-negative …",https://dl.acm.org/doi/abs/10.1145/2764468.2764511
Bayesian Incentive-Compatible Bandit Exploration,2015,101,Yishay Mansour/Aleksandrs Slivkins/Vasilis Syrgkanis,"Individual decision-makers consume information revealed by the previous decision makers, and produce information that may help in future decision makers. This phenomenon is common in a wide range of scenarios in the Internet economy, as well as elsewhere, such as medical decisions. Each decision maker when required to select an action, would individually prefer to exploit, select the highest expected reward action conditional on her information. At the same time, each decision maker would prefer previous decision makers …",https://dl.acm.org/doi/abs/10.1145/2764468.2764508
"Integrating Market Makers, Limit Orders, and Continuous Trade in Prediction Markets",2015,10,Hoda Heidari/Sébastien Lahaie/David M. Pennock/Jennifer Wortman Vaughan,"We provide the first concrete algorithm for combining market makers and limit orders in a prediction market with continuous trade. Our mechanism is general enough to handle both bundle orders and arbitrary securities defined over combinatorial outcome spaces. We define the notion of an ε-fair trading path, a path in security space along which no order executes at a price more than ε above its limit, and every order executes when its market price falls more than ε below its limit. We show that, under a certain supermodularity …",https://dl.acm.org/doi/abs/10.1145/3274643
Learning What's Going on: Reconstructing Preferences and Priorities from Opaque Transactions,2015,10,Avrim Blum/Yishay Mansour/Jamie Morgenstern,"We consider a setting where n buyers, with combinatorial preferences over m items, and a seller, running a priority-based allocation mechanism, repeatedly interact. Our goal, from observing limited information about the results of these interactions, is to reconstruct both the preferences of the buyers and the mechanism of the seller. More specifically, we consider an online setting where at each stage, a subset of the buyers arrive and are allocated items, according to some unknown priority that the seller has among the buyers. Our learning …",https://dl.acm.org/doi/abs/10.1145/3274642
Low-Cost Learning via Active Data Procurement,2015,36,Jacob D. Abernethy/Yiling Chen/Chien-Ju Ho/Bo Waggoner,"We design mechanisms for online procurement of data held by strategic agents for machine learning tasks. We study a model in which agents cannot fabricate data, but may lie about their cost of furnishing their data. The challenge is to use past data to actively price future data in order to obtain learning guarantees, even when agents' costs can depend arbitrarily on the data itself. We show how to convert a large class of no-regret algorithms into online posted-price and learning mechanisms. Our results parallel classic sample complexity …",https://dl.acm.org/doi/abs/10.1145/2764468.2764519
The Impact of the Sharing Economy on the Hotel Industry: Evidence from Airbnb's Entry Into the Texas Market,2015,44,Georgios Zervas/Davide Proserpio/John W. Byers,"Spurred by technological advancement, a number of decentralized peer-to-peer markets, now colloquially known as the sharing economy, have emerged as alternative suppliers of goods and services traditionally provided by long-established industries. A central question surrounding the sharing economy regards its long-term impact: will peer-to-peer platforms materialize as viable mainstream alternatives to traditional providers, or will they languish as niche markets? In this paper, we study Airbnb, a sharing economy pioneer offering short …",https://dl.acm.org/doi/abs/10.1145/2764468.2764524
Pricing in Ride-Sharing Platforms: A Queueing-Theoretic Approach,2015,208,Siddhartha Banerjee/Ramesh Johari/Carlos Riquelme,"We study optimal pricing strategies for ride-sharing platforms, using a queueing-theoretic economic model. Analysis of pricing in such settings is complex: On one hand these platforms are two-sided-this requires economic models that capture the incentives of both drivers and passengers. On the other hand, these platforms support very high temporal-resolution for data collection and pricing-this requires stochastic models that capture the dynamics of drivers and passengers in the system. We focus our attention on the value of …",https://dl.acm.org/doi/abs/10.1145/2764468.2764527
Bias and Reciprocity in Online Reviews: Evidence From Field Experiments on Airbnb,2015,267,Andrey Fradkin/Elena Grewal/Dave Holtz/Matthew Pearson,"Reviews and other evaluations are used by consumers to decide what goods to buy and by firms to choose whom to trade with, hire, or promote. However, because potential reviewers are not compensated for submitting reviews and may have reasons to omit relevant information in their reviews, reviews may be biased. We use the setting of Airbnb to study the determinants of reviewing behavior, the extent to which reviews are biased, and whether changes in the design of reputation systems can reduce that bias. We find that reviews on …",https://conference.nber.org/confer/2015/SI2015/PRIT/Fradkin_Grewal_Holtz_Pearson.pdf
The Wisdom of Multiple Guesses,2015,10,Johan Ugander/Ryan Drapeau/Carlos Guestrin,… based on the accuracy of their closest guess. We show that our multiple guesses scoring … across populations under the reasonable technical assumption that the individuals all hold …,https://dl.acm.org/doi/abs/10.1145/2764468.2764529
"Generalized Decision Scoring Rules: Statistical, Computational, and Axiomatic Properties",2015,18,Lirong Xia,"We pursue a design by social choice, evaluation by statistics and computer science paradigm to build a principled framework for discovering new social choice mechanisms with desirable statistical, computational, and social choice axiomatic properties. Our new framework is called generalized decision scoring rules (GDSRs), which naturally extend generalized scoring rules [Xia and Conitzer 2008] to arbitrary preference space and decision space, including sets of alternatives with fixed or unfixed size, rankings, and sets of …",https://dl.acm.org/doi/abs/10.1145/2764468.2764518
